filename,monkey,collection,start,end,call
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,321.476,321.608,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,321.608,331.822,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,331.822,331.922,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,331.922,342.572,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,342.572,342.691,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,342.691,352.395,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,352.395,352.513,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,352.513,363.303,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,363.303,363.413,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,363.413,373.820,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,373.820,373.940,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,373.940,392.210,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,392.210,392.304,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/73.wav,blue,murphy,392.304,720.457,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,0.000,41.824,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,41.824,41.927,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,41.927,42.508,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,42.508,42.588,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,42.588,42.713,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,42.713,42.796,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,42.796,42.964,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,42.964,43.041,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,43.041,43.207,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,43.207,43.285,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,43.285,43.424,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,43.424,43.498,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,43.498,43.674,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,43.674,43.765,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,43.765,43.919,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,43.919,44.002,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,44.002,44.167,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,44.167,44.217,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,44.217,44.418,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,44.418,44.478,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,44.478,44.650,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,44.650,44.708,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,44.708,44.933,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,44.933,44.985,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,44.985,45.205,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,45.205,45.264,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,45.264,45.482,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,45.482,45.531,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,45.531,45.713,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,45.713,45.781,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,45.781,46.115,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,46.115,46.162,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,46.162,46.452,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,46.452,46.499,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,46.499,52.504,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,52.504,52.599,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,52.599,52.936,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,52.936,53.007,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,53.007,53.316,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,53.316,53.381,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,53.381,53.670,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,53.670,53.744,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,53.744,53.939,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,53.939,54.013,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,54.013,54.180,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,54.180,54.252,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,54.252,54.428,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,54.428,54.470,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,54.470,54.673,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,54.673,54.713,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,54.713,54.918,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,54.918,54.963,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,54.963,55.247,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,55.247,55.321,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,55.321,55.516,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,55.516,55.576,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,55.576,55.645,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,55.645,55.700,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,55.700,55.814,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,55.814,55.894,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,55.894,56.322,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,56.322,56.393,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,56.393,56.798,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,56.798,56.867,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,56.867,58.375,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,58.375,58.456,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,58.456,59.896,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,59.896,59.989,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,59.989,75.119,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,75.119,75.215,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,75.215,79.588,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,79.588,79.657,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,79.657,79.866,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,79.866,79.931,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,79.931,80.143,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,80.143,80.209,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,80.209,80.466,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,80.466,80.559,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,80.559,80.799,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,80.799,80.885,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,80.885,81.108,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,81.108,81.194,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,81.194,81.424,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,81.424,81.508,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,81.508,81.714,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,81.714,81.787,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,81.787,82.008,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,82.008,82.092,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,82.092,82.327,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,82.327,82.418,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,82.418,82.725,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,82.725,82.814,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,82.814,83.789,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,83.789,83.877,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,83.877,101.592,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,101.592,101.720,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,101.720,119.278,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,119.278,119.384,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,119.384,125.106,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,125.106,125.215,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,125.215,127.058,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,127.058,127.152,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,127.152,139.183,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,139.183,139.268,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,139.268,140.482,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,140.482,140.546,HACK
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/7G.wav,blue,murphy,140.546,450.743,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,0.000,66.166,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,66.166,66.304,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,66.304,72.641,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,72.641,72.757,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,72.757,78.612,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,78.612,78.714,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,78.714,84.613,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,84.613,84.695,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,84.695,90.812,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,90.812,90.906,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,90.906,97.148,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,97.148,97.230,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,97.230,105.169,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,105.169,105.257,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,105.257,112.691,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,112.691,112.800,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,112.800,120.471,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,120.471,120.558,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,120.558,128.586,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,128.586,128.665,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,128.665,136.944,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,136.944,137.027,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,137.027,146.236,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,146.236,146.315,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,146.315,155.996,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,155.996,156.070,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,156.070,168.736,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,168.736,168.844,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,168.844,176.198,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,176.198,176.269,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,176.269,191.215,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,191.215,191.291,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,191.291,199.821,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,199.821,199.906,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/A6.wav,blue,murphy,199.906,465.606,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,0.000,100.490,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,100.490,100.595,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,100.595,105.169,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,105.169,105.296,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,105.296,109.272,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,109.272,109.388,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,109.388,113.274,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,113.274,113.394,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,113.394,117.383,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,117.383,117.490,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,117.490,122.276,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,122.276,122.376,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,122.376,126.927,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,126.927,127.024,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,127.024,142.745,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,142.745,142.843,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,142.843,148.068,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,148.068,148.160,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,148.160,153.010,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,153.010,153.101,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,153.101,158.828,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,158.828,158.926,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,158.926,165.859,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,165.859,165.963,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,165.963,170.975,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,170.975,171.068,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,171.068,183.271,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,183.271,183.389,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,183.389,192.088,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,192.088,192.192,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,192.192,201.304,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,201.304,201.400,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,201.400,214.182,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,214.182,214.280,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,214.280,225.969,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,225.969,226.072,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,226.072,236.622,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,236.622,236.733,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,236.733,272.436,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,272.436,272.536,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/DB.wav,blue,murphy,272.536,572.291,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,0.000,49.621,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,49.621,49.823,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,49.823,53.487,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,53.487,53.667,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,53.667,56.724,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,56.724,56.851,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,56.851,59.854,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,59.854,60.021,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,60.021,63.516,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,63.516,63.660,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,63.660,66.896,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,66.896,67.014,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,67.014,70.155,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,70.155,70.275,PYOW
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,70.275,73.478,SIL
/Users/mwv/data/monkey_sounds/Blue_monkeys/audio/E10.wav,blue,murphy,73.478,73.569,PYOW
